birdid,Region,family,bird,latin,flags,sighting_time,bird_type,t_order,Family Rank
1,US, Parulidae,﻿﻿Palm Warbler,,,,,,0
2,US, Anatidae,Masked Duck,Nomonyx dominica,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
3,US, Anatidae,Ruddy Duck,Oxyura jamaicensis,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
4,US, Anatidae,Mute Swan,Cygnus olor,Introduced species,,"Ducks, Geese, & Swans",ANSERIFORMES,1
5,US, Anatidae,Barnacle Goose,,,,,ANSERIFORMES,1
6,US, Anatidae,Trumpeter Swan,Cygnus buccinator,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
7,US, Anatidae,Cackling Goose,,,,,ANSERIFORMES,1
8,US, Anatidae,Whooping Swan,,,,,ANSERIFORMES,1
9,US, Anatidae,Tundra Swan,Cygnus columbianus,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
10,US, Anatidae,Pink-footed Goose,Anser brachyrhynchus,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
11,US, Anatidae,Graylag Goose,,,,,ANSERIFORMES,1
12,US, Anatidae,Taiga Bean-Goose,,,,,ANSERIFORMES,1
13,US, Anatidae,Greater White-fronted Goose,Anser albifrons,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
14,US, Anatidae,Snow Goose,Anser caerulescens,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
15,US, Anatidae,Brant,,,,,ANSERIFORMES,1
16,US, Anatidae,Ross's Goose,Anser rossii,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
17,US, Anatidae,Emperor Goose,Anser canagica,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
18,US, Anatidae,Canada Goose,Branta canadensis,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
19,US, Anatidae,Tundra Bean-Goose,Branta hutchinsii,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
20,US, Anatidae,Wood Duck,Aix sponsa,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
21,US, Anatidae,Gadwall,Anas strepera,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
22,US, Anatidae,Eurasian Wigeon,Anas penelope,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
23,US, Anatidae,American Wigeon,Anas americana,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
24,US, Anatidae,American Black Duck,Anas rubripes,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
25,US, Anatidae,Mottled Duck,Anas fulvigula,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
26,US, Anatidae,Mallard,Anas platyrhynchos,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
27,US, Anatidae,Blue-winged Teal,Anas discors,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
28,US, Anatidae,Cinnamon Teal,Anas cyanoptera,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
29,US, Anatidae,Northern Shoveler,Anas clypeata,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
30,US, Anatidae,Northern Pintail,Anas acuta,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
31,US, Anatidae,Canvasback,Aythya valisineria,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
32,US, Anatidae,Redhead,Aythya americana,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
33,US, Anatidae,Ring-necked Duck,Aythya collaris,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
34,US, Anatidae,Tufted Duck,Aythya fuligula,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
35,US, Anatidae,Greater Scaup,Aythya marila,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
36,US, Anatidae,Lesser Scaup,Aythya affinis,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
37,US, Anatidae,Common Eider,Somateria mollissima,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
38,US, Anatidae,King Eider,Somateria spectabilis,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
39,US, Anatidae,Harlequin Duck,Histrionicus histrionicus,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
40,US, Anatidae,Long-tailed Duck,Clangula hyemalis,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
41,US, Anatidae,Black Scoter,Melanitta nigra,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
42,US, Anatidae,Surf Scoter,Melanitta perspicillata,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
43,US, Anatidae,White-winged Scoter,Melanitta fusca,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
44,US, Anatidae,Common Goldeneye,Bucephala clangula,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
45,US, Anatidae,Barrow's Goldeneye,Bucephala islandica,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
46,US, Anatidae,Bufflehead,Bucephala albeola,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
47,US, Anatidae,Hooded Merganser,Lophodytes cucullatus,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
48,US, Anatidae,Red-breasted Merganser,Mergus serrator,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
49,US, Anatidae,Common Merganser,Mergus merganser,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
50,US, Anatidae,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
51,US, Anatidae,Fulvous Whistling-Duck,Dendrocygna bicolor,,,"Ducks, Geese, & Swans",ANSERIFORMES,1
52,US, Anatidae,Muscovy Duck,,,,,ANSERIFORMES,1
53,US, Anatidae,Falcated Duck,,,,,ANSERIFORMES,1
54,US, Anatidae,Green-winged Teal,,,,,ANSERIFORMES,1
55,US, Anatidae,White-cheeked Pintail,,,,,ANSERIFORMES,1
56,US, Anatidae,Garganey,,,,,ANSERIFORMES,1
57,US, Anatidae,Baikal Teal,,,,,ANSERIFORMES,1
58,US, Anatidae,Common Pochard,,,,,ANSERIFORMES,1
59,US, Anatidae,Steller's Eider,,,,,ANSERIFORMES,1
60,US, Anatidae,Spectacled Eider,,,,,ANSERIFORMES,1
61,US, Anatidae,Smew,,,,,ANSERIFORMES,1
62,US, Cracidae,Plain Chachalaca,Ortalis vetula,,,,CRACIFORMES,2
63,US, Odontophoridae,Mountain Quail,Oreortyx pictus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,3
64,US, Odontophoridae,Scaled Quail,Callipepla squamata,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,3
65,US, Odontophoridae,California Quail,Callipepla californica,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,3
66,US, Odontophoridae,Gambel's Quail,Callipepla gambelii,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,3
67,US, Odontophoridae,Northern Bobwhite,Colinus virginianus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,3
68,US, Odontophoridae,Montezuma Quail,Cyrtonyx montezumae,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,3
69,US, Phasianidae,Himalayan Snowcock,Tetraogallus himalayensis,Introduced species,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
70,US, Phasianidae,Chukar,Alectoris chukar,Introduced species,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
71,US, Phasianidae,Grey Partridge,Perdix perdix,Introduced species,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
72,US, Phasianidae,Ring-necked Pheasant,,,,,GALLIFORMES,4
73,US, Phasianidae,Indian Peafowl,Pavo cristatus,Introduced species,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
74,US, Phasianidae,Spruce Grouse,Falcipennis canadensis,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
75,US, Phasianidae,Rock Ptarmigan,Lagopus mutus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
76,US, Phasianidae,Sooty Grouse,,,,,GALLIFORMES,4
77,US, Phasianidae,Willow Ptarmigan,,,,,GALLIFORMES,4
78,US, Phasianidae,Dusky Grouse,,,,,GALLIFORMES,4
79,US, Phasianidae,White-tailed Ptarmigan,Lagopus leucurus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
80,US, Phasianidae,Ruffed Grouse,Bonasa umbellus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
81,US, Phasianidae,Gunnison Sage-Grouse,,,,,GALLIFORMES,4
82,US, Phasianidae,Greater Sage-Grouse,Centrocercus urophasianus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
83,US, Phasianidae,Sharp-tailed Grouse,Tympanuchus phasianellus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
84,US, Phasianidae,Greater Prairie-chicken,Tympanuchus cupido,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
85,US, Phasianidae,Lesser Prairie-chicken,Tympanuchus pallidicinctus,Endemic,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
86,US, Phasianidae,Wild Turkey,Meleagris gallopavo,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,4
87,US, Gaviidae,Red-throated Loon,Gavia stellata,,,"Wading Birds, Herons & Storks",CICONIIFORMES,5
88,US, Gaviidae,Arctic Loon,Gavia arctica,,,"Wading Birds, Herons & Storks",CICONIIFORMES,5
89,US, Gaviidae,Pacific Loon,Gavia pacifica,,,"Wading Birds, Herons & Storks",CICONIIFORMES,5
90,US, Gaviidae,Common Loon,Gavia immer,,,"Wading Birds, Herons & Storks",CICONIIFORMES,5
91,US, Gaviidae,Yellow-billed Loon,Gavia adamsii,,,"Wading Birds, Herons & Storks",CICONIIFORMES,5
92,US, Podicipedidae,Least Grebe,Tachybaptus dominicus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,6
93,US, Podicipedidae,Pied-billed Grebe,Podilymbus podiceps,,,"Wading Birds, Herons & Storks",CICONIIFORMES,6
94,US, Podicipedidae,Red-necked Grebe,Podiceps grisegena,,,"Wading Birds, Herons & Storks",CICONIIFORMES,6
95,US, Podicipedidae,Eared Grebe,,,,,CICONIIFORMES,6
96,US, Podicipedidae,Horned Grebe,Podiceps auritus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,6
97,US, Podicipedidae,Western Grebe,Aechmophorus occidentalis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,6
98,US, Podicipedidae,Clark's Grebe,Aechmophorus clarkii,,,"Wading Birds, Herons & Storks",CICONIIFORMES,6
99,US, Phoenicopteridae,American Flamingo,Phoenicopterus ruber,,,"Wading Birds, Herons & Storks",CICONIIFORMES,7
100,US, Diomedeidae,Black-footed Albatross,Diomedea nigripes,,,"Wading Birds, Herons & Storks",CICONIIFORMES,8
101,US, Diomedeidae,Laysan Albatross,Diomedea immutabilis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,8
102,US, Diomedeidae,Yellow-nosed Albatross,,,,,CICONIIFORMES,8
103,US, Diomedeidae,Shy Albatross,,,,,CICONIIFORMES,8
104,US, Diomedeidae,Black-browed Albatross,,,,,CICONIIFORMES,8
105,US, Diomedeidae,Short-tailed Albatross,,,,,CICONIIFORMES,8
106,US, Procellariidae,Northern Fulmar,Fulmarus glacialis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
107,US, Procellariidae,Great-winged Petrel,Pterodroma macroptera,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
108,US, Procellariidae,Fea's Petrel,Pterodroma feae,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
109,US, Procellariidae,Black-capped Petrel,Pterodroma hasitata,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
110,US, Procellariidae,Cory's Shearwater,Calonectris diomedea,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
111,US, Procellariidae,Wedge-tailed Shearwater,Puffinus pacificus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
112,US, Procellariidae,Buller's Shearwater,Puffinus bulleri,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
113,US, Procellariidae,Flesh-footed Shearwater,Puffinus carneipes,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
114,US, Procellariidae,Pink-footed Shearwater,Puffinus creatopus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
115,US, Procellariidae,Great Shearwater,Puffinus gravis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
116,US, Procellariidae,Sooty Shearwater,Puffinus griseus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
117,US, Procellariidae,Short-tailed Shearwater,Puffinus tenuirostris,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
118,US, Procellariidae,Manx Shearwater,Puffinus puffinus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
119,US, Procellariidae,Black-vented Shearwater,Puffinus opisthomelas,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
120,US, Procellariidae,Audubon's Shearwater,Puffinus lherminieri,,,"Wading Birds, Herons & Storks",CICONIIFORMES,9
121,US, Procellariidae,Herald Petrel,,,,,CICONIIFORMES,9
122,US, Procellariidae,Murphy's Petrel,,,,,CICONIIFORMES,9
123,US, Procellariidae,Mottled Petrel,,,,,CICONIIFORMES,9
124,US, Procellariidae,Bermuda Petrel,,,,,CICONIIFORMES,9
125,US, Procellariidae,Hawaiian Petrel,,,,,CICONIIFORMES,9
126,US, Procellariidae,Cook's Petrel,,,,,CICONIIFORMES,9
127,US, Procellariidae,Bulwer's Petrel,,,,,CICONIIFORMES,9
128,US, Procellariidae,White-chinned Petrel,,,,,CICONIIFORMES,9
129,US, Procellariidae,Streaked Shearwater,,,,,CICONIIFORMES,9
130,US, Procellariidae,Barolo Shearwater,,,,,CICONIIFORMES,9
131,US, Hydrobatidae,Wilson's Storm-Petrel,Oceanites oceanicus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,10
132,US, Hydrobatidae,White-faced Storm-Petrel,Pelagodroma marina,,,"Wading Birds, Herons & Storks",CICONIIFORMES,10
133,US, Hydrobatidae,Least Storm-Petrel,Oceanodroma microsoma,,,"Wading Birds, Herons & Storks",CICONIIFORMES,10
134,US, Hydrobatidae,Band-rumped Storm-Petrel,Oceanodroma castro,,,"Wading Birds, Herons & Storks",CICONIIFORMES,10
135,US, Hydrobatidae,Leach's Storm-Petrel,Oceanodroma leucorhoa,,,"Wading Birds, Herons & Storks",CICONIIFORMES,10
136,US, Hydrobatidae,Black Storm-Petrel,Oceanodroma melania,,,"Wading Birds, Herons & Storks",CICONIIFORMES,10
137,US, Hydrobatidae,Ashy Storm-Petrel,Oceanodroma homochroa,,,"Wading Birds, Herons & Storks",CICONIIFORMES,10
138,US, Hydrobatidae,Fork-tailed Storm-Petrel,Oceanodroma furcata,,,"Wading Birds, Herons & Storks",CICONIIFORMES,10
139,US, Hydrobatidae,European Storm-Petrel,,,,,CICONIIFORMES,10
140,US, Hydrobatidae,Black-bellied Storm-Petrel,,,,,CICONIIFORMES,10
141,US, Hydrobatidae,Swinhoe's Storm-Petrel,,,,,CICONIIFORMES,10
142,US, Hydrobatidae,Wedge-rumped Storm-Petrel,,,,,CICONIIFORMES,10
143,US, Phaethontidae,Red-billed Tropicbird,Phaethon aethereus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,11
144,US, Phaethontidae,White-tailed Tropicbird,Phaethon lepturus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,11
145,US, Phaethontidae,Red-tailed Tropicbird,,,,,CICONIIFORMES,11
146,US, Ciconiidae,Jabiru,,,,,CICONIIFORMES,12
147,US, Ciconiidae,Wood Stork,Mycteria americana,,,"Wading Birds, Herons & Storks",CICONIIFORMES,12
148,US, Fregatidae,Magnificent Frigatebird,Fregata magnificens,,,"Wading Birds, Herons & Storks",CICONIIFORMES,13
149,US, Fredatidae,Great Frigatebird,,,,,CICONIIFORMES,13
150,US, Fredatidae,Lesser Frigatebird,,,,,CICONIIFORMES,13
151,US, Sulidae,Northern Gannet,Morus bassanus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,14
152,US, Sulidae,Masked Booby,Sula dactylatra,,,"Wading Birds, Herons & Storks",CICONIIFORMES,14
153,US, Sulidae,Red-footed Booby,Sula sula,,,"Wading Birds, Herons & Storks",CICONIIFORMES,14
154,US, Sulidae,Brown Booby,Sula leucogaster,,,"Wading Birds, Herons & Storks",CICONIIFORMES,14
155,US, Sulidae,Blue-footed Booby,,,,,CICONIIFORMES,14
156,US, Phalacrocoracidae,Brandt's Cormorant,Phalacrocorax penicillatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,15
157,US, Phalacrocoracidae,Neotropic Cormorant,Phalacrocorax brasilianus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,15
158,US, Phalacrocoracidae,Double-crested Cormorant,Phalacrocorax auritus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,15
159,US, Phalacrocoracidae,Great Cormorant,Phalacrocorax carbo,,,"Wading Birds, Herons & Storks",CICONIIFORMES,15
160,US, Phalacrocoracidae,Pelagic Cormorant,Phalacrocorax pelagicus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,15
161,US, Phalacrocoracidae,Red-faced Cormorant,,,,,CICONIIFORMES,15
162,US, Anhingidae,Anhinga,Anhinga anhinga,,,"Wading Birds, Herons & Storks",CICONIIFORMES,16
163,US, Pelecanidae,American White Pelican,Pelecanus erythrorhynchos,,,"Wading Birds, Herons & Storks",CICONIIFORMES,17
164,US, Pelecanidae,Brown Pelican,Pelecanus occidentalis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,17
165,US, Ardeidae,Least Bittern,Ixobrychus exilis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
166,US, Ardeidae,American Bittern,Botaurus lentiginosus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
167,US, Ardeidae,Yellow-crowned Night-Heron,Nyctanassa violacea,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
168,US, Ardeidae,Black-crowned Night-Heron,Nycticorax nycticorax,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
169,US, Ardeidae,Reddish Egret,Egretta rufescens,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
170,US, Ardeidae,Tricolored Heron,Egretta tricolor,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
171,US, Ardeidae,Little Blue Heron,Egretta caerulea,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
172,US, Ardeidae,Little Egret,Egretta garzetta,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
173,US, Ardeidae,Snowy Egret,Egretta thula,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
174,US, Ardeidae,Great Blue Heron,Ardea herodias,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
175,US, Ardeidae,Great Egret,Ardea alba,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
176,US, Ardeidae,Cattle Egret,Bubulcus ibis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
177,US, Ardeidae,Green Heron,Butorides virescens,,,"Wading Birds, Herons & Storks",CICONIIFORMES,18
178,US, Ardeidae,Gray Heron,,,,,CICONIIFORMES,18
179,US, Ardeidae,Western Reef-Heron,,,,,CICONIIFORMES,18
180,US, Threskiornithidae,White Ibis,Eudocimus albus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,19
181,US, Threskiornithidae,Glossy Ibis,Plegadis falcinellus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,19
182,US, Threskiornithidae,White-faced Ibis,Plegadis chihi,,,"Wading Birds, Herons & Storks",CICONIIFORMES,19
183,US, Threskiornithidae,Roseate Spoonbill,Ajaia ajaja,,,"Wading Birds, Herons & Storks",CICONIIFORMES,19
184,US, Threskiornithidae,Scarlet Ibis,,,,,CICONIIFORMES,19
185,US, Cathartidae,Black Vulture,Coragyps atratus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,20
186,US, Cathartidae,Turkey Vulture,Cathartes aura,,,"Wading Birds, Herons & Storks",CICONIIFORMES,20
187,US, Cathartidae,California Condor,Gymnogyps californianus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,20
188,US, Pandionidae,Osprey,Pandion haliaetus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,21
189,US, Accipitridae,Hook-billed Kite,Chondrohierax uncinatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,22
190,US, Accipitridae,Swallow-tailed Kite,Elanoides forficatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,22
191,US, Accipitridae,White-tailed Kite,Elanus leucurus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,22
192,US, Accipitridae,Snail Kite,Rostrhamus sociabilis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,22
