birdid,Region,family,bird,latin,flags,sighting_time,bird_type,t_order,Family Rank
591,US, Corvidae,House Crow,Corvus splendens,Introduced species,,Perching Birds,PASSERIFORMES,48
592,US, Corvidae,Northwestern Crow,Corvus caurinus,,,Perching Birds,PASSERIFORMES,48
593,US, Corvidae,American Crow,Corvus brachyrhynchos,,,Perching Birds,PASSERIFORMES,48
594,US, Corvidae,Fish Crow,Corvus ossifragus,,,Perching Birds,PASSERIFORMES,48
595,US, Corvidae,Chihuahuan Raven,Corvus cryptoleucus,,,Perching Birds,PASSERIFORMES,48
596,US, Corvidae,Common Raven,Corvus corax,,,Perching Birds,PASSERIFORMES,48
597,US, Corvidae,Tamaulipas Crow,,,,,PASSERIFORMES,48
598,US, Corvidae,Eurasian Jackdaw,,,,,PASSERIFORMES,48
599,US, Corvidae,Hooded Crow,,,,,PASSERIFORMES,48
600,US, Alaudidae,Horned Lark,Eremophila alpestris,,,Perching Birds,PASSERIFORMES,49
601,US, Alaudidae,Sky Lark,,,,,PASSERIFORMES,49
602,US, Hirundinidae,Tree Swallow,Tachycineta bicolor,,,Perching Birds,PASSERIFORMES,50
603,US, Hirundinidae,Violet-green Swallow,Tachycineta thalassina,,,Perching Birds,PASSERIFORMES,50
604,US, Hirundinidae,Purple Martin,Progne subis,,,Perching Birds,PASSERIFORMES,50
605,US, Hirundinidae,Northern Rough-winged Swallow,Stelgidopteryx serripennis,,,Perching Birds,PASSERIFORMES,50
606,US, Hirundinidae,Barn Swallow,Hirundo rustica,,,Perching Birds,PASSERIFORMES,50
607,US, Hirundinidae,Cliff Swallow,Hirundo pyrrhonota,,,Perching Birds,PASSERIFORMES,50
608,US, Hirundinidae,Cave Swallow,Hirundo fulva,,,Perching Birds,PASSERIFORMES,50
609,US, Hirundinidae,Brown-chested Martin,"• Brown-chested Martin, 394",,,,PASSERIFORMES,50
610,US, Hirundinidae,Mangrove Swallow,"• Mangrove Swallow, 395",,,,PASSERIFORMES,50
611,US, Hirundinidae,Bahama Swallow,"• Bahama Swallow, 395",,,,PASSERIFORMES,50
612,US, Hirundinidae,Bank Swallow,"• Bank Swallow, 391",,,,PASSERIFORMES,50
613,US, Hirundinidae,Common House-Martin,"• Common House-Martin,",,,,PASSERIFORMES,50
614,US, Paridae,Carolina Chickadee,Parus carolinensis,Endemic,,Perching Birds,PASSERIFORMES,51
615,US, Paridae,Black-capped Chickadee,Parus atricapillus,,,Perching Birds,PASSERIFORMES,51
616,US, Paridae,Mountain Chickadee,Parus gambeli,,,Perching Birds,PASSERIFORMES,51
617,US, Paridae,Mexican Chickadee,Parus sclateri,,,Perching Birds,PASSERIFORMES,51
618,US, Paridae,Boreal Chickadee,Parus hudsonicus,,,Perching Birds,PASSERIFORMES,51
619,US, Paridae,Chestnut-backed Chickadee,Parus rufescens,,,Perching Birds,PASSERIFORMES,51
620,US, Paridae,Great Tit,Parus major,Introduced species,,Perching Birds,PASSERIFORMES,51
621,US, Paridae,Bridled Titmouse,Parus wollweberi,,,Perching Birds,PASSERIFORMES,51
622,US, Paridae,Tufted Titmouse,Parus bicolor,,,Perching Birds,PASSERIFORMES,51
623,US, Paridae,Black-crested Titmouse,Parus atricristatus,,,Perching Birds,PASSERIFORMES,51
624,US, Paridae,﻿﻿Gray-headed Chickadee,,,,,PASSERIFORMES,51
625,US, Paridae,﻿﻿Eurasian Blue Tit,,,,,PASSERIFORMES,51
626,US, Paridae,﻿﻿Oak Titmouse,,,,,PASSERIFORMES,51
627,US, Paridae,﻿﻿Juniper Titmouse,,,,,PASSERIFORMES,51
628,US, Remizidae,Verdin,Auriparus flaviceps,,,Perching Birds,PASSERIFORMES,52
629,US, Sittidae,Pygmy Nuthatch,Sitta pygmaea,,,Perching Birds,PASSERIFORMES,53
630,US, Sittidae,Brown-headed Nuthatch,Sitta pusilla,,,Perching Birds,PASSERIFORMES,53
631,US, Sittidae,Red-breasted Nuthatch,Sitta canadensis,,,Perching Birds,PASSERIFORMES,53
632,US, Sittidae,White-breasted Nuthatch,Sitta carolinensis,,,Perching Birds,PASSERIFORMES,53
633,US, Aegithalidae,Bushtit,Psaltriparus minimus,,,Perching Birds,PASSERIFORMES,53
634,US, Certhiidae,Brown Creeper,Certhia americana,,,Perching Birds,PASSERIFORMES,54
635,US, Troglodytidae,Rock Wren,,,,,PASSERIFORMES,55
636,US, Troglodytidae,﻿﻿Canyon Wren,,,,,PASSERIFORMES,55
637,US, Troglodytidae,﻿﻿House Wren,,,,,PASSERIFORMES,55
638,US, Troglodytidae,﻿﻿Pacific Wren,,,,,PASSERIFORMES,55
639,US, Troglodytidae,﻿﻿Winter Wren,,,,,PASSERIFORMES,55
640,US, Troglodytidae,﻿﻿Sedge Wren,,,,,PASSERIFORMES,55
641,US, Troglodytidae,﻿﻿Marsh Wren,,,,,PASSERIFORMES,55
642,US, Troglodytidae,﻿﻿Carolina Wren,,,,,PASSERIFORMES,55
643,US, Troglodytidae,﻿﻿Bewick's Wren,,,,,PASSERIFORMES,55
644,US, Troglodytidae,﻿﻿Cactus Wren,,,,,PASSERIFORMES,55
645,US, Troglodytidae,﻿﻿Sinaloa Wren,,,,,PASSERIFORMES,55
646,US, Polioptilidae,Blue-grey Gnatcatcher,Polioptila caerulea,,,Perching Birds,PASSERIFORMES,56
647,US, Polioptilidae,California Gnatcatcher,Polioptila californica,,,Perching Birds,PASSERIFORMES,56
648,US, Polioptilidae,Black-tailed Gnatcatcher,Polioptila melanura,,,Perching Birds,PASSERIFORMES,56
649,US, Polioptilidae,Black-capped Gnatcatcher,Polioptila nigriceps,,,Perching Birds,PASSERIFORMES,56
650,US, Cinclidae,American Dipper,Cinclus mexicanus,,,Perching Birds,PASSERIFORMES,57
651,US, Pycnonotidae,Red-whiskered Bulbul,Pycnonotus jocosus,Introduced species,,Perching Birds,PASSERIFORMES,58
652,US, Pycnonotidae,Red-vented Bulbul,Pycnonotus cafer,Introduced species,,Perching Birds,PASSERIFORMES,58
653,US, Regulidae,Ruby-crowned Kinglet,Regulus calendula,,,Perching Birds,PASSERIFORMES,59
654,US, Regulidae,Golden-crowned Kinglet,Regulus satrapa,,,Perching Birds,PASSERIFORMES,59
655,US, Phylloscopidae,Willow Warbler,,,,,,60
656,US, Phylloscopidae,Dusky Warbler,,,,,,60
657,US, Phylloscopidae,Yellow-browed Warbler,,,,,,60
658,US, Phylloscopidae,Arctic Warbler,,,,,,60
659,US, Sylviidae,Wrentit,Chamaea fasciata,,,Perching Birds,PASSERIFORMES,61
660,US, Megaluridae,Middendorff's Grasshopper-Warbler,,,,,,62
661,US, Megaluridae,Lanceolated Warbler,,,,,,62
662,US, Muscicapidae,Gray-streaked Flycatcher,,,,,,63
663,US, Muscicapidae,﻿﻿Dark-sided Flycatcher,,,,,,63
664,US, Muscicapidae,﻿﻿Siberian Rubythroat,,,,,,63
665,US, Muscicapidae,Bluethroat,,,,,,63
666,US, Muscicapidae,﻿﻿Red-flanked Bluetail,,,,,,63
667,US, Muscicapidae,﻿﻿Taiga Flycatcher,,,,,,63
668,US, Muscicapidae,﻿﻿Northern Wheatear,,,,,,63
669,US, Muscicapidae,Stonechat,,,,,,63
670,US, Turdidae,Eastern Bluebird,,,,,,64
671,US, Turdidae,﻿﻿Western Bluebird,,,,,,64
672,US, Turdidae,﻿﻿Mountain Bluebird,,,,,,64
673,US, Turdidae,﻿﻿Townsend's Solitaire,,,,,,64
674,US, Turdidae,﻿﻿Brown-backed Solitaire,,,,,,64
675,US, Turdidae,﻿﻿Orange-billed Nightingale-Thrush,,,,,,64
676,US, Turdidae,Veery,,,,,,64
677,US, Turdidae,﻿﻿Gray-cheeked Thrush,,,,,,64
678,US, Turdidae,﻿﻿Bicknell's Thrush,,,,,,64
679,US, Turdidae,﻿﻿Swainson's Thrush,,,,,,64
680,US, Turdidae,﻿﻿Hermit Thrush,,,,,,64
681,US, Turdidae,﻿﻿Wood Thrush,,,,,,64
682,US, Turdidae,﻿﻿Eyebrowed Thrush,,,,,,64
683,US, Turdidae,﻿﻿Dusky Thrush,,,,,,64
684,US, Turdidae,Fieldfare,,,,,,64
685,US, Turdidae,Redwing,,,,,,64
686,US, Turdidae,﻿﻿Clay-colored Thrush,,,,,,64
687,US, Turdidae,﻿﻿White-throated Thrush,,,,,,64
688,US, Turdidae,﻿﻿Rufous-backed Robin,,,,,,64
689,US, Turdidae,﻿﻿American Robin,,,,,,64
690,US, Turdidae,﻿﻿Varied Thrush,,,,,,64
691,US, Turdidae,﻿﻿Aztec Thrush,,,,,,64
692,US, Mimidae,Blue Mockingbird,,,,,,65
693,US, Mimidae,﻿﻿Gray Catbird,,,,,,65
694,US, Mimidae,﻿﻿Curve-billed Thrasher,,,,,,65
695,US, Mimidae,﻿﻿Brown Thrasher,,,,,,65
696,US, Mimidae,﻿﻿Long-billed Thrasher,,,,,,65
697,US, Mimidae,﻿﻿Bendire's Thrasher,,,,,,65
698,US, Mimidae,﻿﻿California Thrasher,"• Island Scrub-Jay, 3﻿﻿",,,,,65
699,US, Mimidae,﻿﻿Le Conte's Thrasher,"Florida Scrub-Jay, 37﻿﻿","• Island Scrub-Jay, 3﻿﻿",,,,65
700,US, Mimidae,﻿﻿Crissal Thrasher,"Florida Scrub-Jay, 37﻿﻿","• Island Scrub-Jay, 3﻿﻿",,,,65
701,US, Mimidae,﻿﻿Sage Thrasher,"• Western Scrub-Jay, ﻿﻿6",,,,,65
702,US, Mimidae,﻿﻿Bahama Mockingbird,"• Mexican Jay,﻿﻿78",,,,,65
703,US, Mimidae,﻿﻿Northern Mockingbird,• Clark's Nutcracker﻿﻿380,,,,,65
704,US, Sturnidae,European Starling,,,,,,66
705,US, Sturnidae,Common Myna,,,,,,66
706,US, Sturnidae,Crested Myna,,,,,,66
707,US, Sturnidae,Hill Myna,,,,,,66
708,US, Prunellidae,Siberian Accentor,,,,,,67
709,US, Motacillidae,Eastern Yellow Wagtail,,,,,,68
710,US, Motacillidae,﻿﻿White Wagtail,,,,,,68
711,US, Motacillidae,﻿﻿Olive-backed Pipit,,,,,,68
712,US, Motacillidae,﻿﻿Pechora Pipit,,,,,,68
713,US, Motacillidae,﻿﻿Red-throated Pipit,,,,,,68
714,US, Motacillidae,﻿﻿American Pipit,,,,,,68
715,US, Motacillidae,﻿﻿Sprague's Pipit,,,,,,68
716,US, Bombycillidae,Bohemian Waxwing,Bombycilla garrulus,,,Perching Birds,PASSERIFORMES,69
717,US, Bombycillidae,Cedar Waxwing,Bombycilla cedrorum,,,Perching Birds,PASSERIFORMES,69
718,US, Ptiliogonatidae,Gray Silky-Flycatcher,,,,,,70
719,US, Ptiliogonatidae,Phainopepla,,,,,,70
720,US, Peucedramidae,Olive Warbler,Peucedramus taeniatus,,,Perching Birds,PASSERIFORMES,71
721,US, Calcariidae,Lapland Longspur,,,,,,72
722,US, Calcariidae,﻿﻿Chestnut-collared Longspur,,,,,,72
723,US, Calcariidae,﻿﻿Smith's Longspur,,,,,,72
724,US, Calcariidae,﻿﻿McCown's Longspur,,,,,,72
725,US, Calcariidae,﻿﻿Snow Bunting,,,,,,72
726,US, Calcariidae,﻿﻿McKay's Bunting,,,,,,72
727,US, Parulidae,Ovenbird,,,,,,73
728,US, Parulidae,Worm-eating Warbler,,,,,,73
729,US, Parulidae,﻿﻿Louisiana Waterthrush,,,,,,73
730,US, Parulidae,Northern Waterthrush,,,,,,73
731,US, Parulidae,﻿﻿Bachman's Warblert,,,,,,73
732,US, Parulidae,﻿﻿Golden-winged Warbler,,,,,,73
733,US, Parulidae,﻿﻿Blue-winged Warbler,,,,,,73
734,US, Parulidae,﻿﻿Black-and-white Warbler,,,,,,73
735,US, Parulidae,﻿﻿Prothonotary Warbler,,,,,,73
736,US, Parulidae,﻿﻿Swainson's Warbler,,,,,,73
737,US, Parulidae,﻿﻿Crescent-chested Warbler,,,,,,73
738,US, Parulidae,﻿﻿Tennessee Warbler,,,,,,73
739,US, Parulidae,﻿﻿Orange-crowned Warbler,,,,,,73
740,US, Parulidae,﻿﻿Colima Warbler,,,,,,73
741,US, Parulidae,﻿﻿Lucy's Warbler,,,,,,73
742,US, Parulidae,﻿﻿Nashville Warbler,,,,,,73
743,US, Parulidae,﻿﻿Virginia's Warbler,,,,,,73
744,US, Parulidae,﻿﻿Connecticut Warbler,,,,,,73
745,US, Parulidae,﻿﻿Gray-crowned Yellowthroat,,,,,,73
746,US, Parulidae,﻿﻿MacGillivrays Warbler,,,,,,73
747,US, Parulidae,﻿﻿Mourning Warbler,,,,,,73
748,US, Parulidae,﻿﻿Kentucky Warbler,,,,,,73
749,US, Parulidae,﻿﻿Common Yellowthroat,,,,,,73
750,US, Parulidae,﻿﻿Hooded Warbler,,,,,,73
751,US, Parulidae,﻿﻿American Redstart,,,,,,73
752,US, Parulidae,﻿﻿Kirtland's Warbler,,,,,,73
753,US, Parulidae,﻿﻿Cape May Warbler,,,,,,73
754,US, Parulidae,﻿﻿Cerulean Warbler,,,,,,73
755,US, Parulidae,﻿﻿Northern Parula,,,,,,73
756,US, Parulidae,﻿﻿Tropical Parula,,,,,,73
757,US, Parulidae,﻿﻿Magnolia Warbler,,,,,,73
758,US, Parulidae,﻿﻿Bay-breasted Warbler,,,,,,73
759,US, Parulidae,﻿﻿Blackburnian Warbler,,,,,,73
760,US, Parulidae,﻿﻿Yellow Warbler,,,,,,73
761,US, Parulidae,﻿﻿Chestnut-sided Warbler,,,,,,73
762,US, Parulidae,﻿﻿Blackpoll Warbler,,,,,,73
763,US, Parulidae,﻿﻿Black-throated Blue Warbler,,,,,,73
764,US, Parulidae,﻿﻿Pine Warbler,,,,,,73
765,US, Parulidae,﻿﻿Yellow-rumped Warbler,,,,,,73
766,US, Parulidae,Yellow-throated Warbler,,,,,,73
767,US, Parulidae,﻿﻿Prairie Warbler,,,,,,73
768,US, Parulidae,﻿﻿Grace's Warbler,,,,,,73
769,US, Parulidae,﻿﻿Black-throated Gray Warbler,,,,,,73
770,US, Parulidae,﻿﻿Townsend's Warbler,,,,,,73
771,US, Parulidae,﻿﻿Hermit Warbler,,,,,,73
772,US, Parulidae,﻿﻿Golden-cheeked Warbler,,,,,,73
773,US, Parulidae,﻿﻿Black-throated Green Warbler,,,,,,73
774,US, Parulidae,﻿﻿Fan-tailed Warbler,,,,,,73
775,US, Parulidae,﻿﻿Rufous-capped Warbler,,,,,,73
776,US, Parulidae,﻿﻿Golden-crowned Warbler,,,,,,73
777,US, Parulidae,﻿﻿Canada Warbler,,,,,,73
778,US, Parulidae,﻿﻿Wilson's Warbler,,,,,,73
779,US, Parulidae,﻿﻿Red-faced Warbler,,,,,,73
780,US, Parulidae,﻿﻿Painted Redstart,,,,,,73
781,US, Parulidae,﻿﻿Slate-throated Redstart,,,,,,73
782,US, Parulidae,﻿﻿Yellow-breasted Chat,,,,,,73
783,US, Undetermined,Bananaquit,,,,,,74
784,US, Thraupidae,Red-crested Cardinal,,,,,,75
785,US, Thraupidae,﻿﻿Western Spindalis,,,,,,75
786,US, Emberizidae,White-collared Seedeater,,,,,,76
787,US, Emberizidae,﻿﻿Yellow-faced Grassquit,,,,,,76
788,US, Emberizidae,﻿﻿Black-faced Grassquit,,,,,,76
789,US, Emberizidae,﻿﻿Olive Sparrow,,,,,,76
790,US, Emberizidae,﻿﻿Green-tailed Towhee,,,,,,76
791,US, Emberizidae,﻿﻿Spotted Towhee,,,,,,76
792,US, Emberizidae,﻿﻿Eastern Towhee,,,,,,76
793,US, Emberizidae,﻿﻿Rufous-crowned Sparrow,,,,,,76
794,US, Emberizidae,﻿﻿Canyon Towhee,,,,,,76
795,US, Emberizidae,﻿﻿California Towhee,,,,,,76
796,US, Emberizidae,﻿﻿Abert's Towhee,,,,,,76
797,US, Emberizidae,﻿﻿Rufous-winged Sparrow,,,,,,76
798,US, Emberizidae,﻿﻿Botteri's Sparrow,,,,,,76
799,US, Emberizidae,﻿﻿Cassin's Sparrow,,,,,,76
800,US, Emberizidae,﻿﻿Bachman's Sparrow,,,,,,76
801,US, Emberizidae,﻿﻿American Tree Sparrow,,,,,,76
802,US, Emberizidae,﻿﻿Chipping Sparrow,,,,,,76
803,US, Emberizidae,﻿﻿Clay-colored Sparrow,,,,,,76
804,US, Emberizidae,﻿﻿Brewer's Sparrow,,,,,,76
805,US, Emberizidae,﻿﻿Field Sparrow,,,,,,76
806,US, Emberizidae,﻿﻿Black-chinned Sparrow,,,,,,76
807,US, Emberizidae,﻿﻿Vesper Sparrow,,,,,,76
808,US, Emberizidae,﻿﻿Lark Sparrow,,,,,,76
809,US, Emberizidae,﻿﻿Five-striped Sparrow,,,,,,76
810,US, Emberizidae,﻿﻿Black-throated Sparrow,,,,,,76
811,US, Emberizidae,﻿﻿Sagebrush Sparrow,,,,,,76
812,US, Emberizidae,﻿﻿Bell's Sparrow,,,,,,76
813,US, Emberizidae,﻿﻿Lark Bunting,,,,,,76
814,US, Emberizidae,Savannah Sparrow,,,,,,76
815,US, Emberizidae,﻿﻿Grasshopper Sparrow,,,,,,76
816,US, Emberizidae,﻿﻿Baird's Sparrow,,,,,,76
817,US, Emberizidae,﻿﻿Henslow's Sparrow,,,,,,76
818,US, Emberizidae,﻿﻿Le Conte's Sparrow,,,,,,76
819,US, Emberizidae,﻿﻿Nelson's Sparrow,,,,,,76
820,US, Emberizidae,﻿﻿Saltmarsh Sparrow,,,,,,76
821,US, Emberizidae,﻿﻿Seaside Sparrow,,,,,,76
822,US, Emberizidae,﻿﻿Fox Sparrow,,,,,,76
823,US, Emberizidae,Song Sparrow,,,,,,76
824,US, Emberizidae,﻿﻿Lincoln's Sparrow,,,,,,76
825,US, Emberizidae,﻿﻿Swamp Sparrow,,,,,,76
826,US, Emberizidae,﻿﻿White-throated Sparrow,,,,,,76
827,US, Emberizidae,﻿﻿Harris's Sparrow,,,,,,76
828,US, Emberizidae,﻿﻿White-crowned Sparrow,,,,,,76
829,US, Emberizidae,﻿﻿Golden-crowned Sparrow,,,,,,76
830,US, Emberizidae,﻿﻿Dark-eyed Junco,,,,,,76
831,US, Emberizidae,﻿﻿Yellow-eyed Junco,,,,,,76
832,US, Emberizidae,﻿﻿Little Bunting,,,,,,76
833,US, Emberizidae,﻿﻿Rustic Bunting,,,,,,76
834,US, Cardinalidae,Hepatic Tanager,,,,,,77
835,US, Cardinalidae,﻿﻿Summer Tanager,,,,,,77
836,US, Cardinalidae,﻿﻿Scarlet Tanager,,,,,,77
837,US, Cardinalidae,﻿﻿Western Tanager,,,,,,77
838,US, Cardinalidae,﻿﻿Flame-colored Tanager,,,,,,77
839,US, Cardinalidae,﻿﻿Crimson-collared Grosbeak,,,,,,77
840,US, Cardinalidae,﻿﻿Northern Cardinal,,,,,,77
841,US, Cardinalidae,﻿﻿Pyrrhuloxia,,,,,,77
842,US, Cardinalidae,﻿﻿Yellow Grosbeak,,,,,,77
843,US, Cardinalidae,﻿﻿Rose-breasted Grosbeak,,,,,,77
844,US, Cardinalidae,﻿﻿Black-headed Grosbeak,,,,,,77
845,US, Cardinalidae,﻿﻿Blue Bunting,,,,,,77
846,US, Cardinalidae,﻿﻿Blue Grosbeak,,,,,,77
847,US, Cardinalidae,﻿﻿Lazuli Bunting,,,,,,77
848,US, Cardinalidae,﻿﻿Indigo Bunting,,,,,,77
849,US, Cardinalidae,﻿﻿Varied Bunting,,,,,,77
850,US, Cardinalidae,﻿﻿Painted Bunting,,,,,,77
851,US, Cardinalidae,Dickcissel,,,,,,77
852,US, Icteridae,Bobolink,,,,,,78
853,US, Icteridae,﻿﻿Red-winged Blackbird,,,,,,78
854,US, Icteridae,﻿﻿Tricolored Blackbird,,,,,,78
855,US, Icteridae,﻿﻿Eastern Meadowlark,,,,,,78
856,US, Icteridae,﻿﻿Western Meadowlark,,,,,,78
857,US, Icteridae,﻿﻿Yellow-headed Blackbird,,,,,,78
858,US, Icteridae,﻿﻿Rusty Blackbird,,,,,,78
859,US, Icteridae,Brewer's Blackbird,,,,,,78
860,US, Icteridae,Common Grackle,,,,,,78
861,US, Icteridae,Boat-tailed Grackle,,,,,,78
862,US, Icteridae,﻿﻿Great-tailed Grackle,,,,,,78
863,US, Icteridae,﻿﻿Shiny Cowbird,,,,,,78
864,US, Icteridae,﻿﻿Bronzed Cowbird,,,,,,78
865,US, Icteridae,﻿﻿Brown-headed Cowbird,,,,,,78
866,US, Icteridae,﻿﻿Black-vented Oriole,,,,,,78
867,US, Icteridae,﻿﻿Orchard Oriole,,,,,,78
868,US, Icteridae,﻿﻿Hooded Oriole,,,,,,78
869,US, Icteridae,﻿﻿Streak-backed Oriole,,,,,,78
870,US, Icteridae,Bullock's Oriole,,,,,,78
871,US, Icteridae,﻿﻿Spot-breasted Oriole,,,,,,78
872,US, Icteridae,﻿﻿Altamira Oriole,,,,,,78
873,US, Icteridae,﻿﻿Audubon's Oriole,,,,,,78
874,US, Icteridae,﻿﻿Baltimore Oriole,,,,,,78
875,US, Icteridae,﻿﻿Scott's Oriole,,,,,,78
876,US, Fringillidae,Common Chaffinch,,,,,,79
877,US, Fringillidae,Brambling,,,,,,79
878,US, Fringillidae,﻿﻿Gray-crowned Rosy-Finch,,,,,,79
879,US, Fringillidae,﻿﻿Black Rosy-Finch,,,,,,79
880,US, Fringillidae,﻿﻿Brown-capped Rosy-Finch,,,,,,79
881,US, Fringillidae,﻿﻿Pine Grosbeak,,,,,,79
882,US, Fringillidae,﻿﻿Eurasian Bullfinch,,,,,,79
883,US, Fringillidae,﻿﻿Common Rosefinch,,,,,,79
884,US, Fringillidae,﻿﻿Purple Finch,,,,,,79
885,US, Fringillidae,﻿﻿Cassin's Finch,,,,,,79
886,US, Fringillidae,﻿﻿House Finch,,,,,,79
887,US, Fringillidae,﻿﻿Red Crossbill,,,,,,79
888,US, Fringillidae,﻿﻿White-winged Crossbill,,,,,,79
889,US, Fringillidae,﻿﻿Common Redpoll,,,,,,79
890,US, Fringillidae,﻿﻿Hoary Redpoll,,,,,,79
891,US, Fringillidae,﻿﻿Eurasian Siskin,,,,,,79
892,US, Fringillidae,﻿﻿Pine Siskin,,,,,,79
893,US, Fringillidae,﻿﻿Lesser Goldfinch,,,,,,79
894,US, Fringillidae,Lawrence's Goldfinch,,,,,,79
895,US, Fringillidae,﻿﻿American Goldfinch,,,,,,79
896,US, Fringillidae,﻿﻿European Goldfinch,,,,,,79
897,US, Fringillidae,﻿﻿Oriental Greenfinch,,,,,,79
898,US, Fringillidae,Yellow-fronted Canary,,,,,,79
899,US, Fringillidae,Evening Grosbeak,,,,,,79
900,US, Fringillidae,Hawfinch,,,,,,79
901,US, Passeridae,House Sparrow,Passer domesticus,Introduced species,,Perching Birds,PASSERIFORMES,80
902,US, Passeridae,Eurasian Tree Sparrow,Passer montanus,Introduced species,,Perching Birds,PASSERIFORMES,80
903,US, Plocedidae,Orange Bishop,Euplectes franciscanus,Introduced species,,Perching Birds,PASSERIFORMES,81
904,US, Estrildidae,Tricolored Munia,,,,,,82
905,US, Estrildidae,Java Sparrow,,,,,,82
906,US, Estrildidae,Nutmeg Mannikan,,,,,,82